hotel,zip_code,numRev,Score,Cleanliness,Comfort,Facilities,Staff,Value for money,Free WiFi,Location,good Fitness Center,Daily Housekeeping,Heating,Fitness Center,Room Service,Family Rooms,Parking,Airport Shuttle,Laundry,Free WiFi.1,Air Conditioning,Pet Friendly,Elevator,Facilities for Disabled Guests,Bar,Non-smoking Rooms,Restaurant,24-Hour Front Desk,WiFi,Dist,Label
The High Line Hotel,10011,242,8.6,8.8,8.8,8.1,8.9,7.4,9.3,9.2,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,2,0
Michelangelo Hotel,10019,1108,8.8,9.1,9.1,8.5,8.6,8,8.3,9.4,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,2450,0
The Premier Times Square by Millennium,10036,708,8.2,8.4,8.2,7.6,8.1,7.4,8.3,9.4,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0.8,0
Edge Hotel Washington Heights,10032,371,8.6,9.2,8.5,8.4,9.3,7.9,9.2,8.3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,5,0
NYC Townhouse,10031,13,9.1,9.6,9.1,9.1,9.6,8.7,8.3,9,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,3.7,0
The Gallery House,10030,107,8.5,8.8,8.2,8.2,9.5,8.2,9.8,8.4,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3.7,0
Ivy Tower Suites in Times Square,10036,9,8.3,8.1,7.8,8.3,8.6,8.1,7.5,9.2,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0.8,0
Jun New York Mid Town I,10001,18,8.4,7.8,8.2,8.2,8.8,7.9,7.5,9.6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1.5,0
Duane Street Hotel Tribeca,10013,275,8.6,8.7,8.3,8.1,9.3,7.9,8.8,9.1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,3.7,0
Jun New York Mid Town III,10001,49,8.6,8.3,8.5,8.3,8.8,8.3,10,9.6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1.5,0
Courtyard New York Manhattan/Upper East Side,10128,796,8.1,8.6,8.3,7.9,8.2,7.6,8.8,8.1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,2.1,0
Historic Harlem Duplex,10027,163,8.4,8.5,8.2,8.3,8.6,8.2,9.4,8.5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,3.1,0
"The Algonquin Hotel Times Square, Autograph Collection",10036,159,8.6,9,8.5,8,8.7,7.7,9.2,9.5,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.8,0
"Broadway, Times Square, Central Park Studio",10019,18,8.3,8.4,7.9,8.2,8.6,7.9,9.4,8.9,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2800,0
The Wall Street Inn,10004,488,8.6,9.1,8.8,8.3,8.1,8.1,8.7,9.1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,4.3,0
The Marmara Park Avenue,10016,413,8.8,9.2,9,8.8,9,8.2,9.4,8.9,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1.6,0
West 119th B&B,10026,63,9.3,9.5,9.2,9.2,9.7,9.1,7.5,8.9,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0
The Greenwich Hotel,10013,123,9.4,9.8,9.6,9.5,9.6,8.5,8.9,9.6,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,3.1,0
Three-Bedroom Apartment West 25th Street,10022,15,7.6,7.7,6.8,8,7.7,6.8,8.8,8.7,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1.7,1
Casablanca Hotel by Library Hotel Collection,10036,498,9.5,9.7,9.4,9.2,9.8,8.8,9.5,9.9,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0.8,0
Times Square Perfect Home,10019,23,8.6,8.8,8.3,8.2,8.8,7.6,10,9,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2300,0
Two Bedroom Apartment - East 34th Street,10016,21,7.9,7.8,7.4,7.8,8.5,7,10,9.2,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1.5,0
Holiday Inn New York City - Times Square,10018,401,8.1,8.4,7.9,7.7,8.4,7.3,8.6,8.9,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0
Shelburne Hotel & Suites by Affinia,10016,829,8.2,8.3,8.4,7.9,8.2,7.5,8.4,8.9,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.4,0
"The Ritz-Carlton New York, Central Park",10019,139,8.7,9.1,8.9,8.7,8.9,7.3,7.5,9.3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1950,0
The James New York - SoHo,10013,356,8.2,8.2,8.3,8.1,8.6,7,8.9,8.9,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,3.1,0
Large 1 Bedroom Chinatown,10013,19,9.2,9.5,9,9.2,9.2,9.2,10,9.1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.1,0
Full Studio Near The Central Park,10019,45,8,8,7.8,7.6,8.2,7.6,8.2,9,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1650,0
Central Park N Residence,10026,13,8.5,8.7,9.1,8.7,8.7,8.5,7.5,7.5,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2.9,0
Lowell Hotel,10065,31,9,9.7,9.1,8.7,9,7.6,8.8,9.5,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0.7,0
The Madison House,10038,54,8.8,9.2,8.5,8.7,9,8.8,7.5,8.5,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3.7,0
Sweet Home,10019,10,9.4,9.5,9.3,9.8,9.5,9,9.3,8,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,2600,0
The Tuscany - A St Giles Signature Hotel,10018,810,8.6,8.8,9,8.2,8.6,8.2,7.4,9.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1.3,0
Wyndham Midtown 45,10017,163,7.9,8,7.9,7.6,8.1,7.1,7.3,8.6,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1.2,0
Midtown West Suites at 48th Street and Times Square,10036,37,8.4,8.3,7.9,8.3,8.1,8.2,10,9.8,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2950,0
Fairfield Inn & Suites New York Manhattan/Downtown East,10002,999,8.3,8.8,8.4,8.3,8.7,8.2,9,7.5,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,3.7,0
The Broome,10013,296,9.2,9.5,9.1,8.8,9.5,8.3,9.4,9.6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,3.1,0
Manhattan Studio Apartment mid-west,10019,54,7.9,8,7.2,7.7,8.7,7.2,9.6,8.4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.7,0
Great View Midtown East 2BR apt,10022,7,8.3,7.9,7.5,8.2,8.6,8.3,9.2,4,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1.1,2
Lex Hotel NYC,10010,288,8.8,9.3,8.5,8.2,9.5,8.4,9.1,8.9,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1.9,0
CITY ROOMS NYC - Soho,10013,1226,8.1,8.1,7.6,7.5,9.1,7.7,8.9,8.7,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,3.1,0
West 57th Street by Hilton Club,10019,24,8.7,9,8.9,8.3,8.8,7.8,8.6,9.7,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1800,0
Travel Inn - Midtown Manhattan,10036,1305,7.6,7.7,7.3,7.1,7.2,7.3,4,8.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0.9,1
The Cozy Apartment,10001,16,7.1,6.6,6.3,6.6,6.7,7.2,8.1,9.4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1.5,1
Omni Berkshire Place,10022,311,8.7,8.9,8.8,8.3,8.6,7.9,5.6,9.6,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0.7,0
Soul Food (Mont Morris),10027,447,8.8,9.2,8.8,8.6,9.1,8.8,8.5,8.3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3.1,0
Three Bedroom Apartment - West 148th Street,10031,29,8,8.4,8.2,7.7,8.1,7.4,10,8,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,4.3,0
Stewart Hotel,10001,3787,7.8,7.6,7.6,7.4,8.1,7.1,8.3,8.9,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1.5,1
414 Hotel,10036,329,9.2,9.5,9,8.5,9.9,8.5,9.7,9.7,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.7,0
The Benjamin,10022,755,8.1,8.2,8.2,7.7,8.4,7.3,7.9,9,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0
Colonial House Inn,10011,474,8.2,8.6,7.5,7.6,8.9,7.7,8.1,9.1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1.9,0
Avalon Hotel,10016,961,8.4,8.6,8.4,7.9,8.6,7.7,8.4,9.1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1.5,0
SoHo Garden Hotel,10013,1625,7.8,8,7.2,7.1,8.4,7.4,8,8.5,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,3.1,1
Incentra Village Hotel,10014,176,7.8,7.8,7.5,7,8.2,7.3,8.9,9.2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2.4,1
One Bedroom Apartment - Two Columbus Place,10019,9,7.5,7,7.2,7.5,7.5,6.7,9.2,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1150,2
NYC Townhouse Apartment,10026,34,8.7,8.5,8.2,8.5,9.6,8.2,10,9,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0
Off SoHo Suites Hotel,10002,503,7.9,7.8,7.5,7.3,8.3,8,8.1,8.7,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,3.1,0
Luxurious Two Bedroom Apartment in Doorman Building - Lincoln Center,10023,11,8.1,8.9,8.4,8.2,7.5,7.3,8.4,6,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0.6,0
Comfort Inn Midtown West,10036,465,7.9,8,7.6,7.5,8.5,7.5,8,8.1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0.7,0
"Night Hotel Theater District, Times Square",10036,641,7.8,8,7.3,7.1,8.1,7,7.8,9.2,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.8,1
"Studio 2 min Walk to Times Square, 9th Ave and Central Park",10019,29,8,7.9,7.8,7.7,8.7,7.3,10,9,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1800,0
The Ridge Hotel,10002,1413,7.9,8,7.3,7.3,8.7,7.6,7.4,8.7,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,3.1,0
Hampton Inn Seaport Financial District,10038,350,8.1,8.4,7.9,7.7,8.7,7.7,8.4,9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,3.7,0
Nap York,10018,173,8.3,8.6,7.8,7.8,8.5,7.7,8.1,9.3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1.2,0
The GEM Hotel - Chelsea,10011,1976,7.7,7.7,6.9,7,8.5,7.2,8.1,8.8,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1.9,1
Wyndham Garden Chinatown,10002,550,8,8.6,8.1,7.8,8,7.5,8.3,8.2,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,3.1,0
Apartments Lincoln Center,10023,42,8.2,8,7.9,7.5,8.3,7.8,7.7,9.6,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1950,0
Courtyard by Marriott New York Manhattan / Soho,10014,195,8.6,8.8,8.6,8.2,9.1,7.9,8.9,9,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,3.1,0
Newly Renovated Three Bedroom Lower East Side,10002,13,8.3,8.5,7.1,7.9,9.6,7.9,10,9.1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,3.1,0
Hotel St. James,10036,635,7.9,8,7.2,6.9,8.4,7.7,8.1,9.4,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0.8,0
Spacious studio in an elevator concierge building,10017,9,8.3,7.8,7.5,7.8,8.9,8.1,10,9.5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.4,0
"Marriott Vacation Club Pulse, New York City",10018,141,8.5,9,8.2,7.8,9.1,7.4,9,9.2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1.2,0
Times Square Studio,10019,41,8.3,7.7,7.9,8.2,8.6,8,8.3,9.2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1650,0
Holiday Inn Lower East Side,10002,216,8.1,8.7,8.2,7.8,8.7,7.4,8.6,7.9,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,3.1,0
The Marc Suites at Times Square,10019,18,8.7,8.3,8.8,9,8.1,8.8,10,9.5,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1650,0
Hotel 31,10016,2124,8.1,8.7,7.4,7.3,8.2,7.9,7.5,9.1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1.6,0
Hotel Newton,10018,1317,7.7,8.1,7.3,7,7.8,7.4,4.7,8.5,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1.8,1
Four Bedroom Apartment - NYC,10027,15,8.8,9.2,8.3,8.7,9.2,8.5,8.8,9,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,3.1,0
The Modern @ Rockefeller,10036,14,8,7.9,7.5,8,7.5,7.3,9.7,3,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0.7,2
Hotel Americano,10001,251,8,8.6,7.8,7.9,8.6,7.2,8.5,8.2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1.7,0
Hotel Mela Times Square,10036,1762,7.8,8,7.5,7.1,8.1,7,6.7,9.3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0.8,1
Be Local Chinatown,10038,45,8.5,8.8,7.8,8.3,9.1,8.5,8,8.3,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,3.7,0
PermaGO Wall Street,10038,98,8.3,8,8.2,8.3,8.2,8,9.3,9.1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,3.7,0
W New York - Downtown,10006,362,8,8.1,8.2,7.7,8,7.4,4.6,8.5,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,4.3,0
Home Away From Home,10016,63,7.8,7.4,7.3,6.9,8.2,7.6,7.3,9.4,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1.6,1
Park Lane Hotel - A Central Park Hotel,10019,6930,7.6,7.4,7.6,7,7.6,6.8,7.7,9.3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,2150,1
Holiday Inn Express - Wall Street,10005,738,8.1,8.3,7.6,7.7,8.5,7.6,7.8,8.6,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,4.3,0
Park Central,10019,5597,7.9,8.1,8,7.4,7.5,7,8.3,9.1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1300,0
Manhattan Studio in Hells Kitchen,10036,43,8.8,9,8.3,8.7,9.4,8.3,9.6,8.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.7,0
Lita's New York Apartments,10031,76,8.4,9.2,8.2,8.1,9,7.7,8.8,8.2,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,4.3,0
Little Italy Grand,10013,37,8.2,8.4,7.8,8.1,8.9,7.6,10,8.6,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,3.1,0
The Park Ave North,10035,556,7.7,8.4,7.8,7.5,8,7.7,7.9,6.8,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3.1,0
Huge 2 Bed 2 Bath Apartment in Building with Elevator,10065,7,8.5,7.5,8.2,8.2,9.3,7.9,9.7,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.2,2
Chelsea Inn,10011,1286,7.4,7.5,6.8,6.8,7.7,7.1,7.5,8.8,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2.1,1
New York Marriott East Side,10017,303,7.8,7.9,7.7,7.4,7.9,7,5.1,8.8,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1
Green Holidays Apartments,10001,275,7.4,7.4,6.8,6.8,7.4,6.9,7.6,8.9,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1.5,1
Apartment Close to Time Square,10019,39,8.4,8,8,7.8,8.6,8.1,9.7,9.6,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1650,0
PermaGO FiDi,10038,51,8.3,8.2,8.1,8.2,8.3,8,9.3,8.8,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,3.7,0
Maison le Grange,10032,30,9.1,9.3,9.2,9.1,9.3,9,10,8.8,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,5,0
Saint Nicholas Inn,10032,79,8,7.7,7.8,7.6,8.6,8.1,8.4,8,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,4.3,0
Comfort Inn Times Square West,10034,528,8,7.7,7.6,7.5,8,7.7,8.5,9.2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.8,0
Holiday Inn Wall Street,10038,629,7.9,8.1,7.8,7.4,8.4,7.4,8.7,8.5,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,4.3,0
"Times Sq, Broadway, Central Pk- Steps Away",10019,38,8.2,8.2,8,7.9,8.2,7.8,9.4,9.2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1650,0
3/2 Central Park #4,10019,6,8,8.3,8.3,8.3,8.5,6.3,8.3,4,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,650,2
Holiday Inn Express Manhattan Midtown West,10036,243,7.7,8,7.5,7.5,8.1,7.1,8.4,7.9,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0.7,1
Renovated 3 Bedroom Loft Manhattan #44,10002,25,8.1,8.9,7.9,8.2,8.6,7.3,8.8,7.8,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3.7,0
Loft with Central Park View,10025,54,8.7,8.9,8.4,8.4,9.2,8.1,9.2,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,2.6,0
Studio Apartment - East 31st Street #30,10016,26,7.8,7.7,7.6,7,7.6,7.6,10,9.1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1.6,1
6 Columbus - A SIXTY Hotel,10019,286,7.6,7.8,7.1,7,7.8,6.6,7.5,9.1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,500,1
Studio Plus - Cozy Apartments,10001,250,7.1,6.5,6.6,6.6,7.4,6.8,8.2,8.6,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1.5,1
Seafarers International House,10003,1858,7.5,7.3,6.7,6.6,7.7,7.7,5.7,9,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,2.4,1
Sunny Three Bedroom Apartment Lower East Side,10002,7,7.9,7.5,7.5,8.2,8.8,7.5,10,7.9,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,3.1,0
Hamilton Heights: Luxurious 2 Bedroom Home,10031,18,8,8.2,8.1,7.8,7.7,7.5,10,8.5,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3.7,0
Da Vinci Hotel,10019,1097,7.6,7.7,7,6.8,7.8,7.2,7.7,9.1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1000,1
Parker New York,10019,611,7.7,7.9,7.6,7.3,8,6.5,7.6,8.9,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1800,1
Modern Studio Apartment - Midtown East L,10017,5,7.8,7,8.5,8,6.5,7.5,9.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1.3,2
"Nyma, The New York Manhattan Hotel",10001,3892,7.6,7.5,7.4,7.1,7.6,7.2,7.5,8.7,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1.5,1
Hilton Club New York,10019,21,8.5,8.8,8.8,8.6,8.1,7.2,10,9.7,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,2300,0
2 Bedrooms Suite in Financial Disctrict,10005,17,7.8,8.2,7.5,7.5,7.4,7.2,10,9,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4.3,1
New private studio-apartment,10029,31,8,8.2,8.2,7.9,8.6,7.5,9.2,7.4,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,3.1,0
"The Paul, an Ascend Hotel Collection Member",10001,2016,7.8,8,7.6,7.3,7.9,7.2,8.1,8.7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.6,1
Row NYC at Times Square,10036,13536,7.1,7,6.8,6.8,7.1,6.4,7.6,8.8,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0.7,1
The Maxwell New York City,10022,924,7.6,7.8,7.4,7.2,7.7,6.7,5.9,8.5,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1
East Side 3 bed 2 bath (6),10022,13,7.3,6.9,6.6,7.1,8.1,6.6,8.7,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1.1,2
Chelsea Duplex Apartment,10011,7,7.7,7.2,8.2,8.6,7.9,6.8,7.5,7.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2.2,0
One Bedroom Apartment - Mott Street #16,10013,15,7.3,7.7,7,6.8,7.7,7,10,7.8,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,3.1,1
